time,x,y
  1.0849999999981383e+01,  6.3661407539695354e+01,  2.8886870838978346e+01
  1.0859999999981360e+01,  6.3729203425255967e+01,  2.8926245666006778e+01
  1.0869999999981337e+01,  6.3796576384821286e+01,  2.8966114027439936e+01
  1.0879999999981314e+01,  6.3863520170676345e+01,  2.9006474148174576e+01
  1.0889999999981290e+01,  6.3930028485038456e+01,  2.9047324218651955e+01
  1.0899999999981267e+01,  6.3996094993233406e+01,  2.9088662358683528e+01
  1.0909999999981244e+01,  6.4061713547070411e+01,  2.9130486394828694e+01
  1.0919999999981220e+01,  6.4126877401765398e+01,  2.9172794640761182e+01
  1.0929999999981197e+01,  6.4191580317796394e+01,  2.9215584704897488e+01
  1.0939999999981174e+01,  6.4255816131597115e+01,  2.9258854007363027e+01
  1.0949999999981150e+01,  6.4319578707541595e+01,  2.9302599861982060e+01
  1.0959999999981127e+01,  6.4382861910607502e+01,  2.9346819509534360e+01
  1.0969999999981104e+01,  6.4445659597945252e+01,  2.9391510118821817e+01
  1.0979999999981080e+01,  6.4507965626007376e+01,  2.9436668768389016e+01
  1.0989999999981057e+01,  6.4569773867461890e+01,  2.9482292420042718e+01
  1.0999999999981034e+01,  6.4631078232878892e+01,  2.9528377891737136e+01
  1.1009999999981011e+01,  6.4691872846379852e+01,  2.9574921722485769e+01
  1.1019999999980987e+01,  6.4752151335108849e+01,  2.9621920669260533e+01
  1.1029999999980964e+01,  6.4811907954681516e+01,  2.9669370889216804e+01
  1.1039999999980941e+01,  6.4871137121773927e+01,  2.9717268320842447e+01
  1.1049999999980917e+01,  6.4929833349878109e+01,  2.9765608774061452e+01
  1.1059999999980894e+01,  6.4987991211049334e+01,  2.9814387975587671e+01
  1.1069999999980871e+01,  6.5045605321764882e+01,  2.9863601582422191e+01
  1.1079999999980847e+01,  6.5102670348003144e+01,  2.9913245175091173e+01
  1.1089999999980824e+01,  6.5159181021845967e+01,  2.9963314241231089e+01
  1.1099999999980801e+01,  6.5215132162303689e+01,  3.0013804157523893e+01
  1.1109999999980777e+01,  6.5270518778529095e+01,  3.0064710140720290e+01
  1.1119999999980754e+01,  6.5325335405473766e+01,  3.0116027530453938e+01
  1.1129999999980731e+01,  6.5379577293252567e+01,  3.0167751239103548e+01
  1.1139999999980708e+01,  6.5433239894611461e+01,  3.0219876018622468e+01
  1.1149999999980684e+01,  6.5486318778268554e+01,  3.0272396546903050e+01
  1.1159999999980661e+01,  6.5538809578354460e+01,  3.0325307470757572e+01
  1.1169999999980638e+01,  6.5590707975364197e+01,  3.0378603418130055e+01
  1.1179999999980614e+01,  6.5642009700462921e+01,  3.0432278991375576e+01
  1.1189999999980591e+01,  6.5692710552707084e+01,  3.0486328751959324e+01
  1.1199999999980568e+01,  6.5742806420027506e+01,  3.0540747204104420e+01
  1.1209999999980544e+01,  6.5792293355976113e+01,  3.0595528780614206e+01
  1.1219999999980521e+01,  6.5841166938252599e+01,  3.0650667980389432e+01
  1.1229999999980498e+01,  6.5889423480925487e+01,  3.0706159030076844e+01
  1.1239999999980474e+01,  6.5937059494058929e+01,  3.0761996059866700e+01
  1.1249999999980451e+01,  6.5984071584863287e+01,  3.0818173178901962e+01
